id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
5047,maruti wagon r 1.0,2017,petrol,5873,426999,chennai,1505,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn10,inperson_sale,maruti,wagon r 1.0,in_stock,1,395809,475215.0,great,2021-02-19T07:09:48.949,True,9918,64050,False,False
5048,maruti alto k10,2016,petrol,22360,324099,chennai,883,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn14,inperson_sale,maruti,alto k10,in_stock,1,318699,384981.0,great,2021-03-22T12:36:28.691,True,7528,48615,False,False
5049,hyundai i10,2014,petrol,21428,373899,chennai,1272,hatchback,manual,magna 1.1 irde2,True,chennai,tamil nadu,True,tn11,inperson_sale,hyundai,i10,in_stock,1,359273,,great,2021-03-23T06:37:51.274,True,8685,56085,False,False
5050,maruti baleno,2018,petrol,11258,618899,chennai,1586,hatchback,manual,delta 1.2 k12,True,chennai,tamil nadu,True,tn05,inperson_sale,maruti,baleno,in_stock,1,628811,739971.0,great,2021-03-20T11:55:49.589,True,14375,92835,False,False
5051,maruti eeco,2019,petrol,9891,477499,chennai,595,suv,manual,5 str with ac plushtr,False,chennai south,tamil nadu,True,tn07,inperson_sale,maruti,eeco,in_transit,1,459465,477599.0,great,2021-04-05T06:10:11.052,True,11091,71625,False,False
5052,maruti wagon r 1.0,2013,petrol,30782,378399,chennai,388,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn05,inperson_sale,maruti,wagon r 1.0,in_stock,1,360273,433627.0,great,2021-03-17T10:53:49.676,True,8789,56760,False,False
5053,hyundai grand i10,2016,petrol,20090,470299,chennai,990,hatchback,manual,sportz 1.2 kappa vtvt,True,chennai,tamil nadu,True,tn09,inperson_sale,hyundai,grand i10,in_stock,2,472100,555035.0,great,2021-03-03T05:45:36.304,True,10924,70545,False,False
5054,maruti wagon r 1.0,2016,petrol,32196,416099,chennai,521,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn12,inperson_sale,maruti,wagon r 1.0,in_stock,1,402599,475094.0,great,2021-03-13T06:47:29.47,True,9665,62415,False,False
5055,maruti celerio,2014,petrol,37918,333699,chennai,1930,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn07,inperson_sale,maruti,celerio,in_stock,2,338113,337299.0,great,2021-03-28T10:00:39.358,True,7751,50055,False,False
5056,hyundai i10,2010,petrol,42573,254099,chennai,3183,hatchback,manual,sportz 1.2 kappa2,True,chennai,tamil nadu,True,tn07,inperson_sale,hyundai,i10,in_stock,2,235600,254199.0,great,2020-12-06T09:43:06.763,True,5902,38115,False,False
5057,volkswagen polo,2015,petrol,35283,535999,chennai,1536,hatchback,manual,highline1.2l petrol,True,chennai,tamil nadu,True,tn10,inperson_sale,volkswagen,polo,in_stock,1,456999,,great,2021-03-31T12:32:03.067,True,12450,80400,False,False
5058,maruti alto,2012,petrol,42251,257899,chennai,991,hatchback,manual,lxi,True,chennai west,tamil nadu,True,tn09,inperson_sale,maruti,alto,in_stock,1,243431,296929.0,great,2021-03-15T13:42:40.775,True,5990,38685,False,False
5059,hyundai eon,2016,petrol,27775,299699,chennai,1954,hatchback,manual,era plus,True,chennai south,tamil nadu,True,tn07,inperson_sale,hyundai,eon,in_stock,1,293634,355666.0,great,2021-03-08T11:34:03.504,True,6961,44955,False,False
5060,maruti alto,2012,petrol,50410,219599,chennai,1270,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn10,inperson_sale,maruti,alto,in_stock,1,219075,268425.0,great,2021-02-05T05:52:33.335,True,5101,32940,False,False
5061,hyundai grand i10,2014,petrol,30702,461099,chennai,1211,hatchback,automatic,asta 1.2 at vtvt,True,chennai,tamil nadu,True,tn13,inperson_sale,hyundai,grand i10,in_stock,1,423367,,great,2021-03-31T12:58:40.807,True,10710,69165,False,False
5062,renault kwid,2016,petrol,21361,319299,chennai,2758,hatchback,manual,rxt,True,chennai,tamil nadu,True,tn11,inperson_sale,renault,kwid,in_stock,1,309082,373732.0,great,2021-03-03T09:30:15.696,True,7417,47895,False,False
5063,maruti omni e,2018,petrol,15762,334199,chennai,662,,,8 str,True,chennai,tamil nadu,True,tn13,inperson_sale,maruti,omni e,in_stock,1,319068,385418.0,great,2021-03-16T09:24:03.486,True,7763,50130,False,False
5064,maruti wagon r 1.0,2017,petrol,24401,439499,chennai,514,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn12,inperson_sale,maruti,wagon r 1.0,in_stock,1,439606,517666.0,great,2021-03-11T07:04:33.672,True,10208,65925,False,False
5065,maruti swift dzire,2013,petrol,28195,464499,chennai,1974,sedan,manual,vxi 1.2 bs iv,True,chennai,tamil nadu,True,tn01,inperson_sale,maruti,swift dzire,in_stock,1,473038,470599.0,great,2021-02-27T11:06:28.267,True,10789,69675,False,False
5066,hyundai i10,2010,petrol,32693,300499,chennai,642,hatchback,manual,sportz 1.2,True,vellore,tamil nadu,True,tn73,inperson_sale,hyundai,i10,in_stock,1,259654,315906.0,good,2021-03-25T09:26:04.767,True,6980,45075,False,False
5067,maruti ertiga,2015,diesel,45803,645599,chennai,3561,suv,manual,vdi abs,True,chennai,tamil nadu,True,tn09,inperson_sale,maruti,ertiga,in_stock,2,651842,766452.0,great,2021-03-20T11:30:49.225,True,14996,96840,False,False
5068,maruti baleno,2017,petrol,25972,531799,chennai,2235,hatchback,manual,delta 1.2 k12,True,chennai,tamil nadu,True,tn09,inperson_sale,maruti,baleno,in_stock,1,525000,620590.0,great,2021-03-01T10:57:35.196,True,12352,79770,False,False
5069,honda brio,2015,petrol,37667,441899,chennai,682,hatchback,automatic,1.2 vx at i vtec,True,chennai,tamil nadu,True,tn07,inperson_sale,honda,brio,in_stock,2,428810,505250.0,great,2021-03-13T07:13:29.522,True,10264,66285,False,False
5070,maruti alto,2012,petrol,58963,214299,chennai,1344,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn20,inperson_sale,maruti,alto,in_stock,1,201978,,great,2021-01-23T12:09:06.135,True,4978,32145,False,False
5071,maruti celerio,2014,petrol,27544,399099,chennai,1156,hatchback,automatic,vxi amt,True,chennai,tamil nadu,True,tn31,inperson_sale,maruti,celerio,in_stock,2,382448,459576.0,great,2021-03-14T11:55:07.419,True,9270,59865,False,False
5072,maruti wagon r 1.0,2018,petrol,16087,427899,chennai,978,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn14,inperson_sale,maruti,wagon r 1.0,in_stock,2,428405,504785.0,great,2021-02-28T11:42:09.649,True,9939,64185,False,False
5073,maruti swift,2017,petrol,17538,593399,chennai,548,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn01,inperson_sale,maruti,swift,in_stock,1,574558,,great,2021-04-07T12:14:22.761,True,13783,89010,False,False
5074,hyundai elite i20,2018,petrol,10893,684899,chennai,1577,hatchback,manual,sportz 1.2,True,chennai,tamil nadu,True,tn01,inperson_sale,hyundai,elite i20,in_stock,1,676286,794556.0,great,2021-03-25T09:01:46.702,True,15908,102735,False,False
5075,maruti swift dzire,2010,petrol,49238,339099,chennai,1108,sedan,manual,vxi,True,chengalpattu,tamil nadu,True,tn19,inperson_sale,maruti,swift dzire,in_stock,2,303161,339199.0,good,2021-03-30T13:15:14.365,True,7876,50865,False,False
5076,hyundai eon,2013,petrol,22713,249299,chennai,1921,hatchback,manual,d lite plus,True,chennai,tamil nadu,True,tn05,inperson_sale,hyundai,eon,in_stock,3,231371,282812.0,great,2021-03-08T12:01:01.134,True,5791,37395,False,False
5077,maruti swift,2015,petrol,40987,481299,chennai,1113,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn06,inperson_sale,maruti,swift,in_stock,1,477259,560959.0,great,2021-03-15T06:50:51.387,True,11179,72195,False,False
5078,maruti celerio,2019,petrol,13079,526899,chennai,474,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn13,inperson_sale,maruti,celerio,in_stock,1,514898,526999.0,great,2021-04-13T16:43:09.188,True,12239,79035,False,False
5079,honda city,2011,petrol,51684,434699,chennai,1600,sedan,automatic,v at,True,chennai,tamil nadu,True,tn06,inperson_sale,honda,city,in_stock,3,387311,434799.0,great,2021-04-10T10:34:56.059,True,10097,65205,False,False
5080,hyundai eon,2013,petrol,27109,256399,chennai,1243,hatchback,manual,magna plus,True,chennai,tamil nadu,True,tn10,inperson_sale,hyundai,eon,,2,227213,256499.0,great,2021-04-26T09:07:01.081,True,5956,38460,False,False
5081,maruti alto k10,2010,petrol,46987,233499,chennai,965,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn02,inperson_sale,maruti,alto k10,in_stock,1,196471,245907.0,great,2021-02-25T12:19:39.145,True,5424,35025,False,False
5082,maruti wagon r 1.0,2011,petrol,45714,324399,chennai,496,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn09,inperson_sale,maruti,wagon r 1.0,in_stock,2,299393,,great,2021-03-10T09:44:27.629,True,7535,48660,False,False
5083,hyundai elite i20,2019,petrol,11172,743799,chennai,1433,hatchback,manual,asta 1.2 (o),True,chennai,tamil nadu,True,tn14,inperson_sale,hyundai,elite i20,in_stock,1,766407,898207.0,great,2021-03-23T05:59:03.305,True,17277,111570,False,False
5084,maruti alto 800,2018,petrol,13741,352099,chennai,759,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn01,inperson_sale,maruti,alto 800,in_stock,1,348558,419923.0,great,2021-03-05T07:09:53.788,True,8178,52815,False,False
5085,maruti swift,2018,petrol,13962,603399,chennai,1050,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn06,inperson_sale,maruti,swift,in_stock,1,601822,,great,2021-04-03T09:56:26.205,True,14015,90510,False,False
5086,hyundai elite i20,2018,petrol,22562,679199,chennai,937,hatchback,manual,asta 1.2,True,chennai,tamil nadu,True,tn03,inperson_sale,hyundai,elite i20,in_stock,1,671403,679299.0,great,2021-04-06T10:17:32.71,True,15776,101880,False,False
5087,hyundai elite i20,2016,petrol,18639,552399,chennai,1958,hatchback,manual,magna 1.2,True,chennai,tamil nadu,True,tn05,inperson_sale,hyundai,elite i20,in_stock,1,565550,667215.0,great,2021-03-04T10:14:22.953,True,12831,82860,False,False
5088,maruti swift dzire,2015,petrol,47445,484499,chennai,1533,sedan,manual,vxi 1.2 bs iv,True,chennai,tamil nadu,True,tn14,inperson_sale,maruti,swift dzire,in_stock,1,489264,574764.0,great,2021-03-14T06:38:59.253,True,11254,72675,False,False
5089,maruti baleno,2017,petrol,22993,675399,chennai,1259,hatchback,automatic,alpha 1.2 k12 amt,True,chennai,tamil nadu,True,tn12,inperson_sale,maruti,baleno,in_stock,2,693530,814395.0,great,2021-03-02T05:48:16.901,True,15688,101310,False,False
5090,maruti alto 800,2017,petrol,25712,325099,chennai,594,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn07,inperson_sale,maruti,alto 800,in_stock,1,316369,382260.0,great,2021-03-03T09:42:55.647,True,7551,48765,False,False
5091,maruti swift,2018,petrol,10382,633699,chennai,2517,hatchback,automatic,zxi amt,True,chennai,tamil nadu,True,tn85,inperson_sale,maruti,swift,in_stock,1,647994,762019.0,great,2021-03-25T12:27:48.891,True,14719,95055,False,False
5092,maruti vitara brezza,2020,petrol,2979,984299,chennai,3072,suv,,zxi,True,chennai,tamil nadu,True,tn07,inperson_sale,maruti,vitara brezza,in_stock,1,1039999,1041499.0,great,2021-04-03T14:25:10.071,True,22863,147645,False,False
5093,maruti dzire,2018,petrol,17794,628699,chennai,710,sedan,manual,vxi,True,chennai,tamil nadu,True,tn07,inperson_sale,maruti,dzire,in_stock,1,639047,751737.0,great,2021-02-28T07:30:36.59,True,14603,94305,False,False
5094,maruti dzire,2017,diesel,17163,667799,chennai,1487,sedan,manual,vdi,True,chennai,tamil nadu,True,tn22,inperson_sale,maruti,dzire,in_stock,1,689592,667899.0,great,2021-02-14T10:13:13.99,True,15511,100170,False,False
5095,maruti wagon r 1.0,2013,petrol,50429,356099,chennai,450,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn10,inperson_sale,maruti,wagon r 1.0,in_stock,1,349248,420732.0,great,2021-03-10T13:32:29.054,True,8271,53415,False,False
5096,maruti eeco,2020,petrol,13447,470699,chennai,1354,suv,manual,5 str with ac plushtr,True,chennai,tamil nadu,True,tn02,inperson_sale,maruti,eeco,in_stock,1,487708,572983.0,great,2021-03-16T08:03:31.091,True,10933,70605,False,False
5097,renault kwid,2016,petrol,34082,315899,chennai,1448,hatchback,manual,rxt,True,chennai,tamil nadu,True,tn14,inperson_sale,renault,kwid,in_stock,1,297927,360690.0,great,2021-03-25T11:21:32.824,True,7338,47385,False,False
5098,maruti wagon r 1.0,2017,petrol,40381,417899,chennai,692,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn09,inperson_sale,maruti,wagon r 1.0,in_stock,1,385000,462570.0,great,2021-01-30T06:24:24.501,True,9707,62685,False,False
5099,maruti alto 800,2014,petrol,40695,247399,chennai,1178,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn10,inperson_sale,maruti,alto 800,in_stock,2,243319,296800.0,great,2021-03-06T10:14:23.34,True,5746,37110,False,False
5100,hyundai grand i10,2016,petrol,44019,478399,chennai,1040,hatchback,automatic,magna 1.2 at  vtvt,True,chennai,tamil nadu,True,tn02,inperson_sale,hyundai,grand i10,in_stock,1,476165,559700.0,great,2021-03-06T06:44:07.688,True,11112,71760,False,False
5101,hyundai grand i10,2017,petrol,8643,518899,chennai,760,hatchback,manual,magna 1.2 kappa vtvt,True,chennai,tamil nadu,True,tn11,inperson_sale,hyundai,grand i10,in_stock,1,509900,603225.0,great,2020-12-24T08:00:12.737,True,12053,77835,False,False
5102,maruti swift,2019,petrol,12425,647999,chennai,4259,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn14,inperson_sale,maruti,swift,in_stock,1,653000,767790.0,great,2021-03-04T14:23:51.944,True,15051,97200,False,False
5103,maruti swift dzire,2016,diesel,38519,601599,chennai,2288,sedan,manual,vdi bs iv,True,chennai,tamil nadu,True,tn13,inperson_sale,maruti,swift dzire,in_stock,1,606404,714204.0,great,2021-02-14T06:53:53.71,True,13974,90240,False,False
5104,fiat grand punto,2014,diesel,46804,295099,chennai,3106,hatchback,manual,active 1.3,True,chennai,tamil nadu,True,tn11,inperson_sale,fiat,grand punto,in_stock,3,304000,367800.0,great,2020-09-22T08:24:08.793,True,6854,44265,False,True
5105,maruti swift,2019,petrol,1890,652999,chennai,675,hatchback,manual,vxi,True,tiruchirappalli,tamil nadu,True,tn45,inperson_sale,maruti,swift,in_stock,2,668366,785451.0,great,2021-03-21T13:47:04.257,True,15168,97950,False,False
5106,maruti ertiga,2015,petrol,23641,655299,chennai,1789,suv,manual,vxi,True,chennai,tamil nadu,True,tn10,inperson_sale,maruti,ertiga,in_stock,1,658816,774476.0,great,2021-03-06T06:48:50.38,True,15221,98295,False,False
5107,hyundai eon,2016,petrol,42946,301699,chennai,1006,hatchback,manual,magna plus,True,chennai,tamil nadu,True,tn24,inperson_sale,hyundai,eon,in_stock,2,291678,353370.0,great,2021-03-15T11:11:32.639,True,7008,45255,True,False
5108,renault kwid,2016,petrol,39145,314299,chennai,1145,hatchback,manual,rxt opt,True,chennai,tamil nadu,True,tn13,inperson_sale,renault,kwid,in_stock,1,307384,371745.0,great,2021-03-02T06:01:49.704,True,7300,47145,False,False
5109,hyundai eon,2016,petrol,39910,317899,chennai,625,hatchback,manual,era plus,True,ranipet,tamil nadu,True,tn73,inperson_sale,hyundai,eon,in_stock,1,288124,317999.0,great,2021-03-30T12:51:37.111,True,7384,47685,False,False
5110,maruti alto k10,2010,petrol,54732,242999,chennai,875,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn07,inperson_sale,maruti,alto k10,in_stock,1,224588,,great,2021-04-01T10:58:52.801,True,5644,36450,False,False
5111,maruti eeco,2019,petrol,23090,467199,chennai,425,suv,manual,5 str with ac plushtr,True,chennai south,tamil nadu,True,tn07,inperson_sale,maruti,eeco,in_stock,1,440000,,great,2021-04-12T10:16:47.424,True,10852,70080,False,False
5112,hyundai i20 active,2015,petrol,42060,575899,chennai,838,hatchback,manual,1.2 s,True,chennai,tamil nadu,True,tn09,inperson_sale,hyundai,i20 active,in_stock,1,554984,,great,2021-04-07T05:43:08.125,True,13377,86385,False,False
5113,volkswagen polo,2015,petrol,39763,523699,chennai,1673,hatchback,manual,highline1.2l petrol,True,chennai,tamil nadu,True,tn01,inperson_sale,volkswagen,polo,in_stock,2,520031,614871.0,great,2021-03-08T09:33:07.218,True,12164,78555,False,False
5114,hyundai grand i10,2018,petrol,18363,554799,chennai,1262,hatchback,,sportz (o) 1.2 at vtvt,True,chennai,tamil nadu,True,tn12,inperson_sale,hyundai,grand i10,in_stock,1,582500,558499.0,great,2021-01-22T13:38:38.02,True,12887,83220,False,False
5115,maruti baleno,2016,petrol,29711,666299,chennai,360,hatchback,manual,alpha 1.2 k12,True,chennai,tamil nadu,True,tn14,inperson_sale,maruti,baleno,in_stock,1,642270,666399.0,great,2021-04-12T11:12:43.605,True,15476,99945,False,False
5116,hyundai i10,2012,petrol,48440,331499,chennai,701,hatchback,manual,magna 1.2 kappa2,True,chennai,tamil nadu,True,tn18,inperson_sale,hyundai,i10,in_stock,1,313108,,great,2021-03-23T06:39:10.502,True,7700,49725,False,False
5117,tata tiago,2018,petrol,14901,513699,chennai,1380,hatchback,manual,xz 1.2 revotron,True,chennai,tamil nadu,True,tn12,inperson_sale,tata,tiago,in_stock,1,467034,513799.0,great,2021-04-20T14:03:53.372,True,11932,77055,False,False
5118,hyundai grand i10,2018,petrol,19266,532899,chennai,1410,hatchback,manual,magna 1.2 vtvt,True,chennai,tamil nadu,True,tn06,inperson_sale,hyundai,grand i10,in_stock,1,530300,626685.0,great,2021-02-25T05:57:19.091,True,12378,79935,False,False
5119,hyundai elite i20,2015,petrol,20657,518099,chennai,2209,hatchback,manual,sportz 1.2,True,chennai,tamil nadu,True,tn07,inperson_sale,hyundai,elite i20,in_stock,1,509714,603009.0,great,2021-03-22T10:06:56.443,True,12034,77715,False,False
5120,maruti swift,2017,petrol,35774,562599,chennai,254,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn02,inperson_sale,maruti,swift,in_stock,1,563822,565322.0,great,2021-03-30T09:24:10.534,True,13068,84390,False,False
5121,volkswagen ameo,2016,petrol,23367,528999,chennai,2493,sedan,manual,highline 1.2,True,chennai,tamil nadu,True,tn10,inperson_sale,volkswagen,ameo,in_stock,2,490000,575620.0,great,2021-02-24T08:09:50.475,True,12287,79350,False,False
5122,maruti wagon r 1.0,2013,petrol,55517,341599,chennai,630,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn11,inperson_sale,maruti,wagon r 1.0,in_stock,1,343886,414452.0,great,2021-03-15T11:12:57.809,True,7934,51240,False,False
5123,maruti baleno,2018,petrol,9398,599299,chennai,1809,hatchback,manual,delta 1.2 k12,True,chennai,tamil nadu,True,tn09,inperson_sale,maruti,baleno,in_stock,1,629586,740851.0,great,2021-02-27T10:23:00.792,True,13920,89895,False,False
5124,maruti wagon r 1.0,2015,petrol,43136,378299,chennai,547,hatchback,automatic,vxi amt,True,chennai,tamil nadu,True,tn05,inperson_sale,maruti,wagon r 1.0,in_stock,1,351456,423314.0,great,2021-03-04T07:13:55.185,True,8787,56745,False,False
5125,maruti wagon r 1.0,2010,petrol,61400,241399,chennai,1283,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn18,inperson_sale,maruti,wagon r 1.0,in_stock,1,230103,281340.0,great,2021-02-12T07:26:34.137,True,5607,36210,False,False
5126,maruti zen estilo,2012,petrol,64480,237399,chennai,2528,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn05,inperson_sale,maruti,zen estilo,in_stock,1,214000,262500.0,great,2021-03-16T11:15:18.766,True,5514,35610,False,False
5127,renault pulse,2014,petrol,49994,298199,chennai,3245,hatchback,manual,rx l petrol,True,chennai,tamil nadu,True,tn09,inperson_sale,renault,pulse,in_stock,2,260000,316320.0,great,2021-02-25T12:02:24.874,True,6926,44730,False,False
5128,hyundai elite i20,2015,petrol,52695,577599,chennai,573,hatchback,manual,asta 1.2,True,tiruvananamalai,tamil nadu,True,tn25,inperson_sale,hyundai,elite i20,in_stock,1,581092,685082.0,great,2021-03-26T07:00:23.199,True,13416,86640,False,False
5129,hyundai i10,2009,petrol,28390,247399,chennai,720,hatchback,manual,era 1.1 irde,True,chennai,tamil nadu,True,tn06,inperson_sale,hyundai,i10,in_stock,2,222512,,good,2021-04-07T07:59:03.853,True,5746,37110,False,False
5130,hyundai grand i10,2017,petrol,51394,436099,chennai,659,hatchback,manual,magna 1.2 vtvt,True,chennai,tamil nadu,True,tn14,inperson_sale,hyundai,grand i10,in_stock,1,425000,,great,2021-03-28T14:00:44.135,True,10129,65415,False,False
5131,maruti swift,2013,diesel,61781,409799,chennai,2513,hatchback,manual,vdi,False,vellore,tamil nadu,True,tn18,inperson_sale,maruti,swift,in_stock,2,383700,461049.0,great,2021-02-27T09:10:36.29,True,9519,61470,False,False
5132,hyundai grand i10,2015,petrol,46243,424599,chennai,672,hatchback,manual,asta 1.2 kappa vtvt,True,chennai,tamil nadu,True,tn14,inperson_sale,hyundai,grand i10,in_stock,2,407299,480499.0,great,2021-03-14T05:16:11.619,True,9862,63690,False,False
5133,hyundai grand i10,2015,petrol,50398,460299,chennai,395,hatchback,manual,magna 1.2 kappa vtvt,True,chennai,tamil nadu,True,tn22,inperson_sale,hyundai,grand i10,in_stock,2,425254,,great,2021-03-30T10:11:13.855,True,10692,69045,False,False
5134,hyundai i20,2013,petrol,53953,373199,chennai,1248,hatchback,manual,magna 1.2 vtvt,True,chennai,tamil nadu,True,tn22,inperson_sale,hyundai,i20,in_stock,1,344545,373299.0,great,2021-04-12T05:45:42.965,True,8668,55980,False,False
5135,maruti swift,2018,petrol,20159,565899,chennai,2048,hatchback,manual,vxi,False,chennai,tamil nadu,True,tn13,inperson_sale,maruti,swift,in_stock,1,563000,664290.0,great,2021-02-06T13:00:56.947,True,13144,84885,False,False
5136,maruti baleno,2020,petrol,7815,750299,chennai,2337,hatchback,manual,alpha 1.2 k12,True,chennai,tamil nadu,True,tn04,inperson_sale,maruti,baleno,in_stock,1,796420,932720.0,great,2021-02-26T09:05:19.508,True,17428,112545,False,False
5137,maruti swift,2014,diesel,62368,469899,chennai,1207,hatchback,manual,zdi,True,chennai,tamil nadu,True,tn18,inperson_sale,maruti,swift,in_stock,1,429000,505470.0,great,2021-02-13T06:03:37.627,True,10915,70485,False,False
5138,hyundai eon,2016,petrol,36422,331299,chennai,439,hatchback,manual,era plus,True,chennai,tamil nadu,True,tn11,inperson_sale,hyundai,eon,in_stock,1,304771,331399.0,great,2021-04-08T13:33:11.196,True,7695,49695,False,False
5139,hyundai grand i10,2018,petrol,4241,550699,chennai,449,hatchback,manual,magna 1.2 kappa vtvt,True,chennai,tamil nadu,True,tn03,inperson_sale,hyundai,grand i10,in_stock,1,511632,550799.0,great,2021-04-09T14:14:38.169,True,12791,82605,False,False
5140,hyundai grand i10,2015,petrol,32650,491399,chennai,808,hatchback,automatic,asta 1.2 at vtvt,True,chennai,tamil nadu,True,tn06,inperson_sale,hyundai,grand i10,in_stock,1,482016,566436.0,great,2021-03-05T13:20:24.559,True,11414,73710,False,False
5141,volkswagen polo,2015,petrol,21715,516199,chennai,2412,hatchback,manual,highline1.2l petrol,True,chennai,tamil nadu,True,tn01,inperson_sale,volkswagen,polo,in_stock,1,505900,598625.0,great,2021-03-04T17:08:24.284,True,11990,77430,False,False
5142,maruti swift dzire,2013,petrol,53876,474399,chennai,386,sedan,manual,vxi 1.2 bs iv,True,sivagangai,tamil nadu,True,tn59,inperson_sale,maruti,swift dzire,in_stock,2,443347,474499.0,great,2021-04-11T09:54:56.666,True,11019,71160,False,False
5143,honda city,2010,petrol,59694,413899,chennai,1842,sedan,manual,s mt petrol,True,chennai,tamil nadu,True,tn07,inperson_sale,honda,city,in_stock,2,399732,479801.0,great,2021-03-13T11:32:51.376,True,9614,62085,False,False
5144,hyundai i10,2008,petrol,61075,204299,chennai,2267,hatchback,manual,magna,True,chennai,tamil nadu,True,tn07,inperson_sale,hyundai,i10,in_stock,2,180000,209999.0,good,2021-02-24T06:32:02.331,True,4745,30645,False,False
5145,maruti alto 800,2014,petrol,57434,235399,chennai,1285,hatchback,manual,lxi,True,chennai,tamil nadu,True,tn12,inperson_sale,maruti,alto 800,in_stock,1,227200,,great,2021-01-26T11:14:08.648,True,5468,35310,False,False
5146,renault kwid,2016,petrol,29163,353099,chennai,302,hatchback,manual,rxt,True,chennai,tamil nadu,True,tn01,inperson_sale,renault,kwid,in_stock,1,323343,,good,2021-04-10T11:21:21.663,True,8202,52965,False,False
5147,hyundai elite i20,2017,petrol,27345,645599,chennai,689,hatchback,manual,asta 1.2 (o),True,chennai,tamil nadu,True,tn12,inperson_sale,hyundai,elite i20,in_stock,1,639500,752265.0,great,2021-02-09T04:45:19.193,True,14996,96840,False,False
5148,ford new figo,2017,diesel,30644,532899,chennai,3077,hatchback,manual,1.5 titanium,False,chennai,tamil nadu,True,tn07,inperson_sale,ford,new figo,in_stock,2,528813,624973.0,great,2021-03-13T05:36:52.723,True,12378,79935,False,False
5149,hyundai elite i20,2016,petrol,51404,547399,chennai,723,hatchback,manual,sportz 1.2,False,chennai,tamil nadu,True,tn13,inperson_sale,hyundai,elite i20,in_stock,1,549596,551096.0,great,2021-03-31T14:10:10.542,True,12715,82110,False,False
5150,hyundai elite i20,2017,petrol,32077,621299,chennai,817,hatchback,manual,sportz 1.2,True,tiruchirappalli,tamil nadu,True,tn45,inperson_sale,hyundai,elite i20,in_stock,1,625549,736214.0,great,2021-03-18T11:17:31.709,True,14431,93195,False,False
5151,maruti swift,2015,petrol,55562,482399,chennai,773,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn12,inperson_sale,maruti,swift,in_stock,1,475016,558386.0,great,2021-03-11T04:36:28.303,True,11205,72360,False,False
5152,maruti dzire,2017,diesel,37607,678699,chennai,2488,sedan,automatic,vdi amt,True,kanchipuram,tamil nadu,True,tn21,inperson_sale,maruti,dzire,in_stock,1,661862,777972.0,great,2021-02-11T11:43:08.247,True,15764,101805,False,False
5153,hyundai eon,2016,petrol,41675,304299,chennai,712,hatchback,manual,magna plus,True,chennai,tamil nadu,True,tn04,inperson_sale,hyundai,eon,in_stock,3,297733,360462.0,great,2021-03-10T09:25:12.876,True,7068,45645,False,False
5154,maruti alto 800,2013,petrol,64676,217999,chennai,2255,hatchback,manual,lxi,True,arantangi,tamil nadu,True,tn55,inperson_sale,maruti,alto 800,in_stock,1,221052,270742.0,great,2021-02-14T06:24:25.009,True,5064,32700,False,False
5155,hyundai grand i10,2013,diesel,55207,334999,chennai,662,hatchback,manual,magna 1.1 crdi,True,chennai,tamil nadu,True,tn12,inperson_sale,hyundai,grand i10,in_stock,3,317157,383184.0,great,2021-03-15T05:28:31.78,True,7781,50250,False,False
5156,hyundai i10,2012,petrol & lpg,42103,398699,chennai,663,hatchback,automatic,sportz 1.2 at kappa2,True,chennai,tamil nadu,True,tn11,inperson_sale,hyundai,i10,in_stock,1,320651,,good,2021-03-26T12:20:12.295,True,9261,59805,False,False
5157,hyundai eon,2017,petrol,35527,356299,chennai,133,hatchback,manual,era plus (o),True,chennai,tamil nadu,True,tn22,inperson_sale,hyundai,eon,in_stock,1,317583,,great,2021-04-17T05:48:52.714,True,8276,53445,False,False
